tt_kotrt	jm	sug	sugmqor	sfr	prq	psuq	citut	m	tarik_hosfa	ktovt
עיר עוים	עוים	עיר	פסוק	יהושע	יח	23	והעוים והפרה ועפרה	אביתר כהן	2004.10.20 19:44:27	ewym
עיר עזה	עזה	עיר	פסוק	יהושע	טו	47	אשדוד בנותיה וחצריה עזה..	אביתר כהן	2005.3.8 20:04:57	ezh
עיר עזקה	עזקה	עיר	פסוק	יהושע	טו	35	ירמות ועדלם שוכה ועזקה	אביתר כהן	2005.3.8 19:44:28	ezqh
עיר עטרות	עטרות	עיר	פסוק	יהושע	טז	5	..ויהי גבול נחלתם מזרחה עטרות אדר עד-בית חורון עליון	אביתר כהן	2004.9.21 17:27:41	efrwt
עיר עי	עי	עיר	פסוק	בראשית	יב	8	ויעתק משם ההרה מקדם לבית אל ויט אהלה בית אל מים והעי מקדם ..	אביתר כהן	2006.2.12 21:01:41	ey
עיר עיה	עיה	עיר	פסוק	דברי הימים א	ז	28	..ומשבותם בית-אל .. ולמזרח נערן ולמערב גזר .. ושכם .. עד-עיה	אביתר כהן	2004.9.26 18:54:48	eyh
עיר עיטם	עיטם	עיר	פסוק	דברי הימים א	ד	31	וחצריהם עיטם ועין רמון ותכן ועשן ..	אביתר כהן	2005.3.31 22:01:57	eyfm
עיר עיים	עיים	עיר	פסוק	יהושע	טו	29	בעלה ועיים ועצם	אביתר כהן	2005.3.8 19:26:26	eyym
עיר עין	עין	עיר	פסוק	יהושע	יז	7	מאשר המכמתת אשר על-פני שכם והלך הגבול אל-הימין אל-ישבי עין תפוח	אביתר כהן	2004.9.22 18:44:00	eyn
עיר עינם	עינם	עיר	פסוק	יהושע	טו	34	וזנוח ועין גנים תפוח והעינם	אביתר כהן	2005.3.8 19:41:19	eynm
עיר עית	עית	עיר	פסוק	ישעיהו	י	28	בא על עית עבר במגרון למכמש יפקיד כליו	אביתר כהן	2005.3.28 16:25:40	eyt
עיר עכו	עכו	עיר	פסוק	שופטים	א	31	אשר לא הוריש את-ישבי עכו ..	אביתר כהן	2004.9.21 18:56:07	ekw
עיר עלמון	עלמון	עיר	פסוק	יהושע	כא	18	את ענתות ואת מגרשה ואת עלמון ואת מגרשה ערים ארבע	אביתר כהן	2005.3.28 18:50:07	elmwn
עיר עלמת	עלמת	עיר	פסוק	דברי הימים א	ו	45	וממטה בנימן את גבע ואת מגרשיה ואת עלמת ..	אביתר כהן	2005.3.28 18:51:57	elmt
עיר עמה	עמה	עיר	פסוק	יהושע	יט	30	ועמה ואפק ורחב ערים עשרים ושתים וחצריהן	אביתר כהן	2004.9.21 18:49:47	emh
עיר עמעד	עמעד	עיר	פסוק	יהושע	יט	26	ואלמלך ועמעד ומשאל ופגע בכרמל הימה ובשיחור לבנת	אביתר כהן	2004.8.26 19:52:24	emed
עיר עמק	עמק	עיר	פסוק	יהושע	יג	27	ובעמק בית הרם ובית נמרה וסכות וצפון	אביתר כהן	2004.8.31 19:23:06	emq
עיר ענב	ענב	עיר	פסוק	יהושע	טו	50	וענב ואשתמה וענים	אביתר כהן	2005.3.8 20:15:09	enb
עיר ענים	ענים	עיר	פסוק	יהושע	טו	50	וענב ואשתמה וענים	אביתר כהן	2005.3.8 20:16:20	enym
עיר ענתות	ענתות	עיר	פסוק	יהושע	כא	18	את ענתות ואת מגרשה ואת עלמון ואת מגרשה ערים ארבע	אביתר כהן	2005.3.28 18:50:31	entwt
עיר עפני	עפני	עיר	פסוק	יהושע	יח	24	וכפר העמנה והעפני וגבע ערים שתים-עשרה וחצריהן	אביתר כהן	2004.10.20 19:47:11	epny
עיר עפרה	עפרה	עיר	פסוק	יהושע	יח	23	והעוים והפרה ועפרה	אביתר כהן	2004.10.20 19:44:56	eprh
עיר עצם	עצם	עיר	פסוק	יהושע	טו	29	בעלה ועיים ועצם	אביתר כהן	2005.3.8 19:26:39	ecm
עיר עצמונה	עצמונה	עיר	פסוק	יהושע	טו	4	ועבר עצמונה ויצא נחל מצרים והיה תצאות הגבול ימה ..	אביתר כהן	2005.3.30 13:14:47	ecmwnh
עיר עקרון	עקרון	עיר	פסוק	יהושע	יט	43	ואילון ותמנתה ועקרון	אביתר כהן	2004.11.9 19:09:01	eqrwn
עיר ער	ער	עיר	פסוק	במדבר	כא	28	כי אש יצאה מחשבון להבה מקרית סיחן אכלה ער מואב בעלי במות ארנן	אביתר כהן	2005.3.7 21:07:48	er
עיר ערד	ערד	עיר				0			2006.11.20 12:03:00	erd
עיר ערוער	ערוער	עיר	פסוק	יהושע	יג	15	ויהי להם הגבול מערוער אשר על-שפת-נחל ארנון והעיר אשר בתוך-הנחל וכל-המישר על-מידבא	אביתר כהן	2005.3.7 19:02:25	erwer
עיר ערער	ערער	עיר	פסוק	במדבר	לב	34	ויבנו בני גד את דיבן ואת עטרת ואת ערער	אביתר כהן	2005.4.4 18:35:07	erer
עיר עשן	עשן	עיר	פסוק	יהושע	טו	42	לבנה ועתר ועשן	אביתר כהן	2005.3.8 19:53:17	ejn
עיר עתה	עתה	עיר	פסוק	יהושע	יט	13	ומשם עבר קדמה מזרחה גתה חפר עתה קצין ויצא רמון המתאר הנעה	אביתר כהן	2004.11.16 19:17:07	eth
עיר עתר	עתר	עיר	פסוק	יהושע	טו	42	לבנה ועתר ועשן	אביתר כהן	2005.3.8 19:53:03	etr
עיר פדן	פדן	עיר				0			2006.12.20 11:45:51	pdn
עיר פיתום	פיתום	עיר				0			2006.11.20 12:03:00	pytwm
עיר פנואל	פנואל	עיר				0			2006.11.20 12:03:00	pnwal
עיר פעור	פעור	עיר	פסוק	יהושע	יג	19	ובית פעור ואשדות הפסגה ובית הישמות	אביתר כהן	2005.3.7 19:14:04	pewr
עיר פרה	פרה	עיר	פסוק	יהושע	יח	23	והעוים והפרה ועפרה	אביתר כהן	2004.10.4 18:51:51	prh
עיר צדים	צדים	עיר	פסוק	יהושע	יט	35	וערי מבצר הצדים צר וחמת רקת וכנרת	אביתר כהן	2004.11.8 18:28:27	cdym
עיר צוער	צוער	עיר				0			2006.11.20 12:03:00	cwer
עיר צור	צור	עיר				0			2006.11.20 12:03:00	cwr
עיר צידון	צידון	עיר	פסוק	יהושע	יט	28	ועברן ורחב וחמון וקנה עד צידון רבה	אביתר כהן	2004.9.5 18:39:43	cydwn
עיר ציער	ציער	עיר	פסוק	יהושע	טו	54	וחמטה וקרית ארבע היא חברון וציער	אביתר כהן	2005.3.8 20:24:12	cyer
עיר צלצח	צלצח	עיר				0			2006.11.20 12:03:00	clcx
עיר צמרים	צמרים	עיר	פסוק	יהושע	יח	22	ובית הערבה וצמרים ובית-אל	אביתר כהן	2004.10.20 19:42:53	cmrym
עיר צנן	צנן	עיר	פסוק	יהושע	טו	37	צנן וחדשה ומגדל-גד	אביתר כהן	2005.3.8 19:46:29	cnn
עיר צען	צען	עיר				0			2008.2.5 13:20:49	cen
עיר צער	צער	עיר	פסוק	בראשית	יד	2	..ומלך בלע היא צער	אביתר כהן	2005.4.3 18:52:25	cer
עיר צפון	צפון	עיר	פסוק	יהושע	יג	27	ובעמק בית הרם ובית נמרה וסכות וצפון	אביתר כהן	2004.8.31 18:55:05	cpwn
עיר צפת	צפת	עיר	פסוק	שופטים	א	17	וילך יהודה את שמעון אחיו ויכו את הכנעני יושב צפת ויחרימו אותה ויקרא את שם העיר חרמה	אביתר כהן	2005.3.30 13:35:27	cpt
עיר צפתה	צפתה	עיר	פסוק	דברי הימים ב	יד	9	ויצא אסא לפניו ויערכו מלחמה בגיא צפתה למרשה	אביתר כהן	2005.3.30 13:36:34	cpth
עיר צקלג	צקלג	עיר	פסוק	יהושע	טו	31	וצקלג ומדמנה וסנסנה	אביתר כהן	2005.3.8 19:28:40	cqlg
עיר צר	צר	עיר	פסוק	יהושע	יט	29	ושב הגבול הרמה ועד-עיר מבצר-צר ושב הגבול חסה	אביתר כהן	2004.9.7 19:27:20	cr
עיר צרעה	צרעה	עיר	פסוק	יהושע	יט	41	ויהי גבול נחלתם צרעה ואשתאול ועיר שמש	אביתר כהן	2004.11.9 19:00:07	creh
עיר צרת	צרת	עיר	פסוק	יהושע	יג	18	וקריתים ושבמה וצרת השחר בהר העמק	אביתר כהן	2005.3.7 19:13:05	crt
עיר צרתן	צרתן	עיר	פסוק	מלכים א	ז	46	בככר הירדן יצקם המלך במעבה האדמה בין סכות ובין צרתן	אביתר כהן	2005.3.7 21:28:51	crtn
עיר קבצאל	קבצאל	עיר	פסוק	יהושע	טו	21	..אל-גבול אדום בנגבה קבצאל ועדר ויגור	אביתר כהן	2005.3.8 19:07:52	qbcal
עיר קבצים	קבצים	עיר	פסוק	יהושע	כא	22	ואת-קבצים ואת-מגרשה ואת-בית חורן ואת-מגרשה ערים ארבע	אביתר כהן	2005.3.30 12:15:35	qbcym
עיר קדמות	קדמות	עיר	פסוק	יהושע	יג	17	ויהצה וקדמת ומפעת	אביתר כהן	2005.3.7 19:11:25	qdmwt
עיר קדש	קדש	עיר	פסוק	יהושע	יט	37	וקדש ואדרעי ועין חצור	אביתר כהן	2004.11.8 18:37:45	qdj
עיר קוה	קוה	עיר				0			2006.11.20 12:03:00	qwh
עיר קום	קום	עיר	פסוק	יהושע	יט	33	ויהי גבולם מחלף מאלון בצעננים ואדמי הנקב ויבנאל עד-לקום ..	אביתר כהן	2004.11.8 18:17:34	qwm
עיר קוץ	קוץ	עיר	פסוק	דברי הימים א	כד	10	להקוץ השבעי לאביה השמיני	אביתר כהן	2005.3.28 15:50:29	qwc
עיר קטרון	קטרון	עיר	פסוק	שופטים	א	30	זבולן לא הוריש את יושבי קטרון ואת יושבי נהלל וישב הכנעני בקרבו ויהיו למס	אביתר כהן	2005.3.28 16:29:00	qfrwn
עיר קטת	קטת	עיר	פסוק	יהושע	יט	15	וקטת ונהלל ושמרון וידאלה ובית לחם	אביתר כהן	2004.11.16 19:27:25	qft
עיר קין	קין	עיר	פסוק	יהושע	טו	57	הקין גבעה ותמנה ערים עשר וחצריהן	אביתר כהן	2004.9.5 18:30:25	qyn
עיר קינה	קינה	עיר	פסוק	יהושע	טו	22	וקינה ודימונה ועדעדה	אביתר כהן	2004.9.5 18:29:37	qynh
עיר קנה	קנה	עיר	פסוק	יהושע	יט	28	ועברן ורחב וחמון וקנה עד צידון רבה	אביתר כהן	2004.9.5 18:28:36	qnh
עיר קעילה	קעילה	עיר	פסוק	יהושע	טו	44	וקעילה ואכזיב ומראשה	אביתר כהן	2005.3.8 20:00:40	qeylh
עיר קצין	קצין	עיר	פסוק	יהושע	יט	13	ומשם עבר קדמה מזרחה גתה חפר עתה קצין ויצא רמון המתאר הנעה	אביתר כהן	2004.11.16 19:17:23	qcyn
עיר קציץ	קציץ	עיר	פסוק	יהושע	יח	21	והיו הערים למטה בני בנימן למשפחותיהם יריחו ובית-חגלה ועמק קציץ	אביתר כהן	2004.10.20 19:41:44	qcyc
עיר קריות	קריות	עיר	פסוק	יהושע	טו	25	וחצור חדתה וקריות חצרון היא חצור	אביתר כהן	2005.3.8 19:19:45	qrywt
עיר קריתים	קריתים	עיר	פסוק	יהושע	יג	18	וקריתים ושבמה וצרת השחר בהר העמק	אביתר כהן	2005.3.7 19:12:29	qrytym
עיר קרנים	קרנים	עיר	פסוק	בראשית	יד	5	 ויכו את רפאים בעשתרת קרנים ואת הזוזים בהם ואת האימים בשוה קריתים	אביתר כהן	2006.2.8 20:14:09	qrnym
עיר קרקר	קרקר	עיר				0			2006.11.20 12:03:00	qrqr
עיר קשיון	קשיון	עיר	פסוק	יהושע	יט	20	והרבית וקשיון ואבץ	אביתר כהן	2004.11.16 19:57:51	qjywn
עיר רבה	רבה	עיר	פסוק	יהושע	יט	28	ועברן ורחב וחמון וקנה עד צידון רבה	אביתר כהן	2004.9.5 18:43:56	rbh
עיר רבית	רבית	עיר	פסוק	יהושע	יט	20	והרבית וקשיון ואבץ	אביתר כהן	2004.9.5 18:45:33	rbyt
עיר רבלה	רבלה	עיר	פסוק	במדבר	לד	11	וירד הגבל משפם הרבלה מקדם לעין וירד הגבל ומחה על כתף ים כנרת קדמה	אביתר כהן	2005.4.4 18:36:36	rblh
עיר רבץ	רבץ	עיר	פסוק	בראשית	מט	14	יששכר חמר גרם רבץ בין המשפתים	אביתר כהן	2004.8.30 18:24:59	rbc
עיר רומה	רומה	עיר	פסוק	יהושע	טו	52	ארב ורומה ואשען	אביתר כהן	2005.3.8 20:21:07	rwmh
עיר רחוב	רחוב	עיר	פסוק	יהושע	יט	28	ועברן ורחב וחמון וקנה עד צידון רבה	אביתר כהן	2004.9.1 19:06:06	rxwb
עיר רחובות	רחובות	עיר	פסוק	בראשית	כו	22	..ויחפר באר אחרת ולא רבו עליה ויקרא שמה רחבות ..	אביתר כהן	2004.9.1 19:07:57	rxwbwt
עיר ריחה	ריחה	עיר	פסוק	ישעיהו	טו	5	לבי למואב יזעק בריחה עד צער עגלת שלשיה כי מעלה הלוחית בבכי יעלה בו כי דרך חורנים זעקת שבר יעערו	אביתר כהן	2006.3.1 18:36:35	ryxh
עיר רכל	רכל	עיר	פסוק	שמואל א	ל	29	ולאשר ברכל ולאשר בערי הירחמאלי ולאשר בערי הקיני	אביתר כהן	2005.4.4 19:45:52	rkl
עיר רמה	רמה	עיר	פסוק	יהושע	יט	29	ושב הגבול הרמה ועד-עיר מבצר-צר ..	אביתר כהן	2004.9.5 18:51:32	rmh
עיר רמון	רמון	עיר	פסוק	יהושע	יט	13	ומשם עבר קדמה מזרחה גתה חפר עתה קצין ויצא רמון המתאר הנעה	אביתר כהן	2004.11.16 19:17:47	rmwn
עיר רמת	רמת	עיר	פסוק	יהושע	יט	21	ורמת ועין-גנים ועין חדה ובית פצץ	אביתר כהן	2004.11.16 19:59:57	rmt
עיר רמתיים	רמתיים	עיר				0			2006.11.20 12:03:00	rmtyym
עיר רעמסס	רעמסס	עיר				0			2006.11.20 12:03:00	remss
עיר רפאים	רפאים	עיר	פסוק	יהושע	יח	15	וירד הגבול אל-קצה ההר אשר על-פני גי בן-הנם אשר בעמק רפאים צפונה וירד	אביתר כהן	2006.2.12 20:52:27	rpaym
עיר רפידים	רפידים	עיר				0			2006.11.20 12:03:00	rpydym
עיר רקם	רקם	עיר	פסוק	יהושע	יח	27	ורקם וירפאל ותראלה	אביתר כהן	2004.10.20 19:50:24	rqm
עיר רקת	רקת	עיר	פסוק	יהושע	יט	35	וערי מבצר הצדים צר וחמת רקת וכנרת	אביתר כהן	2004.11.8 18:28:45	rqt
עיר רתמה	רתמה	עיר				0			2006.11.20 12:03:00	rtmh
עיר שארה	שארה	עיר	פסוק	דברי הימים א	ז	24	ובתו שארה ותבן את-בית-חורון התחתון ואת-העליון ואת אזן שארה	אביתר כהן	2004.10.4 18:38:20	jarh
עיר שבמה	שבמה	עיר	פסוק	יהושע	יג	18	וקריתים ושבמה וצרת השחר בהר העמק	אביתר כהן	2005.3.7 19:12:48	jbmh
עיר שבע	שבע	עיר	פסוק	יהושע	יט	2	ויהי להם בנחלתם באר-שבע ושבע ומולדה	אביתר כהן	2005.3.31 21:59:17	jbe
